question_id,chapter,subject,standard,difficulty,answer_type,correct_answer,option_a,option_b,option_c,option_d,question
Ch_Equili_11_364,Equilibrium,Chemistry,11,0.8,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Lawsof_11_365,Laws of Motion,Physics,11,0.6,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Probab_12_366,Probability,Math,12,0.41,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Differ_12_367,Differentiation,Math,12,0.21,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_ConicS_11_368,Conic Sections,Math,11,0.72,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_RedoxR_11_369,Redox Reactions,Chemistry,11,0.76,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Gravit_11_370,Gravitation,Physics,11,0.38,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Probab_11_371,Probability,Math,11,0.27,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Trigon_11_372,Trigonometry,Math,11,0.75,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Thermo_12_373,Thermodynamics,Physics,12,0.29,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Biomol_12_374,Biomolecules,Chemistry,12,0.49,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Waves_11_375,Waves,Physics,11,0.58,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Surfac_12_376,Surface Chemistry,Chemistry,12,0.32,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Biomol_12_377,Biomolecules,Chemistry,12,0.81,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Electr_12_378,Electrostatics,Physics,12,0.3,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Semico_12_379,Semiconductors,Physics,12,0.76,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_States_11_380,States of Matter,Chemistry,11,0.48,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Equili_11_381,Equilibrium,Chemistry,11,0.46,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Matric_12_382,Matrices,Math,12,0.47,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Calcul_12_383,Calculus,Math,12,0.67,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_RedoxR_11_384,Redox Reactions,Chemistry,11,0.82,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Matric_12_385,Matrices,Math,12,0.35,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Thermo_12_386,Thermodynamics,Physics,12,0.41,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_MoleCo_11_387,Mole Concept,Chemistry,11,0.23,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Modern_12_388,Modern Physics,Physics,12,0.28,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Lawsof_11_389,Laws of Motion,Physics,11,0.52,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Matric_12_390,Matrices,Math,12,0.72,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Thermo_12_391,Thermodynamics,Physics,12,0.27,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_SolidS_12_392,Solid State,Chemistry,12,0.22,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Equili_11_393,Equilibrium,Chemistry,11,0.51,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Electr_12_394,Electrostatics,Physics,12,0.89,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Organi_12_395,Organic Chemistry,Chemistry,12,0.48,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Waves_11_396,Waves,Physics,11,0.78,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Oscill_11_397,Oscillations,Physics,11,0.65,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Waves_11_398,Waves,Physics,11,0.43,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Mechan_11_399,Mechanics,Physics,11,0.78,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_ConicS_11_400,Conic Sections,Math,11,0.35,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Semico_12_401,Semiconductors,Physics,12,0.3,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Trigon_11_402,Trigonometry,Math,11,0.8,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Gravit_11_403,Gravitation,Physics,11,0.38,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Oscill_11_404,Oscillations,Physics,11,0.81,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Kinema_11_405,Kinematics,Physics,11,0.75,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Electr_12_406,Electrostatics,Physics,12,0.32,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Oscill_11_407,Oscillations,Physics,11,0.49,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Lawsof_11_408,Laws of Motion,Physics,11,0.51,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Equili_11_409,Equilibrium,Chemistry,11,0.55,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Probab_11_410,Probability,Math,11,0.75,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Vector_12_411,Vectors,Math,12,0.65,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Lawsof_11_412,Laws of Motion,Physics,11,0.79,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Equili_11_413,Equilibrium,Chemistry,11,0.7,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Atomic_11_414,Atomic Structure,Chemistry,11,0.43,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Workan_11_415,Work and Energy,Physics,11,0.39,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Vector_12_416,Vectors,Math,12,0.9,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Vector_12_417,Vectors,Math,12,0.55,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_States_11_418,States of Matter,Chemistry,11,0.69,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Straig_11_419,Straight Lines,Math,11,0.52,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Optics_12_420,Optics,Physics,12,0.78,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Biomol_12_421,Biomolecules,Chemistry,12,0.27,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Biomol_12_422,Biomolecules,Chemistry,12,0.38,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Electr_12_423,Electrostatics,Physics,12,0.26,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Lawsof_11_424,Laws of Motion,Physics,11,0.27,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Comple_12_425,Complex Numbers,Math,12,0.29,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Thermo_12_426,Thermodynamics,Physics,12,0.29,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Surfac_12_427,Surface Chemistry,Chemistry,12,0.84,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Magnet_12_428,Magnetism,Physics,12,0.42,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Workan_11_429,Work and Energy,Physics,11,0.66,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Kinema_11_430,Kinematics,Physics,11,0.79,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_States_11_431,States of Matter,Chemistry,11,0.39,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Semico_12_432,Semiconductors,Physics,12,0.59,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_ConicS_11_433,Conic Sections,Math,11,0.85,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Calcul_12_434,Calculus,Math,12,0.33,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Differ_12_435,Differentiation,Math,12,0.45,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Gravit_11_436,Gravitation,Physics,11,0.66,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Oscill_11_437,Oscillations,Physics,11,0.64,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Oscill_11_438,Oscillations,Physics,11,0.57,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Chemic_12_439,Chemical Kinetics,Chemistry,12,0.44,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Biomol_12_440,Biomolecules,Chemistry,12,0.43,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Sets_11_441,Sets,Math,11,0.31,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Probab_11_442,Probability,Math,11,0.26,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_Chemic_12_443,Chemical Kinetics,Chemistry,12,0.62,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Electr_12_444,Electrochemistry,Chemistry,12,0.73,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Modern_12_445,Modern Physics,Physics,12,0.28,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Matric_12_446,Matrices,Math,12,0.67,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Lawsof_11_447,Laws of Motion,Physics,11,0.89,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Workan_11_448,Work and Energy,Physics,11,0.41,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Waves_11_449,Waves,Physics,11,0.38,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Atomic_11_450,Atomic Structure,Chemistry,11,0.55,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_MoleCo_11_451,Mole Concept,Chemistry,11,0.47,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_ConicS_11_452,Conic Sections,Math,11,0.59,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Calcul_12_453,Calculus,Math,12,0.48,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Straig_11_454,Straight Lines,Math,11,0.21,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Magnet_12_455,Magnetism,Physics,12,0.5,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_SolidS_12_456,Solid State,Chemistry,12,0.28,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Curren_12_457,Current Electricity,Physics,12,0.76,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Comple_12_458,Complex Numbers,Math,12,0.68,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_Equili_11_459,Equilibrium,Chemistry,11,0.79,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Magnet_12_460,Magnetism,Physics,12,0.48,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Semico_12_461,Semiconductors,Physics,12,0.42,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Chemic_11_462,Chemical Bonding,Chemistry,11,0.75,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Gravit_11_463,Gravitation,Physics,11,0.56,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Biomol_12_464,Biomolecules,Chemistry,12,0.87,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Relati_11_465,Relations and Functions,Math,11,0.27,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_MoleCo_11_466,Mole Concept,Chemistry,11,0.62,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Relati_11_467,Relations and Functions,Math,11,0.87,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Vector_12_468,Vectors,Math,12,0.73,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Probab_12_469,Probability,Math,12,0.85,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Comple_12_470,Complex Numbers,Math,12,0.88,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_Equili_11_471,Equilibrium,Chemistry,11,0.25,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Surfac_12_472,Surface Chemistry,Chemistry,12,0.39,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Magnet_12_473,Magnetism,Physics,12,0.25,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Organi_12_474,Organic Chemistry,Chemistry,12,0.24,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Period_11_475,Periodic Properties,Chemistry,11,0.8,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Modern_12_476,Modern Physics,Physics,12,0.61,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Straig_11_477,Straight Lines,Math,11,0.84,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Trigon_11_478,Trigonometry,Math,11,0.62,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Sets_11_479,Sets,Math,11,0.52,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_RedoxR_11_480,Redox Reactions,Chemistry,11,0.65,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Oscill_11_481,Oscillations,Physics,11,0.51,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Chemic_11_482,Chemical Bonding,Chemistry,11,0.46,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Chemic_12_483,Chemical Kinetics,Chemistry,12,0.74,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Permut_11_484,Permutations,Math,11,0.64,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_Chemic_11_485,Chemical Bonding,Chemistry,11,0.27,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Differ_12_486,Differentiation,Math,12,0.38,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Trigon_11_487,Trigonometry,Math,11,0.26,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Trigon_11_488,Trigonometry,Math,11,0.42,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Integr_12_489,Integration,Math,12,0.62,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Magnet_12_490,Magnetism,Physics,12,0.46,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Period_11_491,Periodic Properties,Chemistry,11,0.69,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Probab_11_492,Probability,Math,11,0.67,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Calcul_12_493,Calculus,Math,12,0.45,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Kinema_11_494,Kinematics,Physics,11,0.86,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_MoleCo_11_495,Mole Concept,Chemistry,11,0.9,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Kinema_11_496,Kinematics,Physics,11,0.79,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Oscill_11_497,Oscillations,Physics,11,0.44,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_ConicS_11_498,Conic Sections,Math,11,0.46,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Waves_11_499,Waves,Physics,11,0.68,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Probab_11_500,Probability,Math,11,0.51,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_Biomol_12_501,Biomolecules,Chemistry,12,0.7,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Surfac_12_502,Surface Chemistry,Chemistry,12,0.72,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_RedoxR_11_503,Redox Reactions,Chemistry,11,0.37,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Chemic_11_504,Chemical Bonding,Chemistry,11,0.67,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Vector_12_505,Vectors,Math,12,0.74,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_Electr_12_506,Electrochemistry,Chemistry,12,0.77,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Permut_11_507,Permutations,Math,11,0.38,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Comple_12_508,Complex Numbers,Math,12,0.46,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Kinema_11_509,Kinematics,Physics,11,0.26,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Modern_12_510,Modern Physics,Physics,12,0.83,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Electr_12_511,Electrostatics,Physics,12,0.86,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Optics_12_512,Optics,Physics,12,0.85,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Equili_11_513,Equilibrium,Chemistry,11,0.55,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Electr_12_514,Electrostatics,Physics,12,0.46,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Electr_12_515,Electrostatics,Physics,12,0.79,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Comple_12_516,Complex Numbers,Math,12,0.3,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Semico_12_517,Semiconductors,Physics,12,0.53,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Modern_12_518,Modern Physics,Physics,12,0.63,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Kinema_11_519,Kinematics,Physics,11,0.35,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Electr_12_520,Electrostatics,Physics,12,0.74,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Electr_12_521,Electrostatics,Physics,12,0.23,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Organi_12_522,Organic Chemistry,Chemistry,12,0.28,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Period_11_523,Periodic Properties,Chemistry,11,0.56,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Kinema_11_524,Kinematics,Physics,11,0.5,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Integr_12_525,Integration,Math,12,0.6,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Gravit_11_526,Gravitation,Physics,11,0.88,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Lawsof_11_527,Laws of Motion,Physics,11,0.81,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Optics_12_528,Optics,Physics,12,0.38,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Semico_12_529,Semiconductors,Physics,12,0.25,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Waves_11_530,Waves,Physics,11,0.61,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Atomic_11_531,Atomic Structure,Chemistry,11,0.45,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_States_11_532,States of Matter,Chemistry,11,0.75,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Biomol_12_533,Biomolecules,Chemistry,12,0.33,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Oscill_11_534,Oscillations,Physics,11,0.74,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Chemic_11_535,Chemical Bonding,Chemistry,11,0.34,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Kinema_11_536,Kinematics,Physics,11,0.85,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Comple_12_537,Complex Numbers,Math,12,0.58,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_States_11_538,States of Matter,Chemistry,11,0.65,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Surfac_12_539,Surface Chemistry,Chemistry,12,0.75,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Differ_12_540,Differentiation,Math,12,0.29,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_Chemic_12_541,Chemical Kinetics,Chemistry,12,0.72,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Electr_12_542,Electrochemistry,Chemistry,12,0.55,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Surfac_12_543,Surface Chemistry,Chemistry,12,0.56,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Electr_12_544,Electrostatics,Physics,12,0.5,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Optics_12_545,Optics,Physics,12,0.27,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_SolidS_12_546,Solid State,Chemistry,12,0.51,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Integr_12_547,Integration,Math,12,0.68,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_Organi_12_548,Organic Chemistry,Chemistry,12,0.71,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_SolidS_12_549,Solid State,Chemistry,12,0.65,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Oscill_11_550,Oscillations,Physics,11,0.65,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
